KALINLIKID;KUMASCINSIID;IPLIKCINSIID;LYCRATIPIID;LYCRA;OZELLIKID;SIPARISKILO;SIPARISMETRE;PUS;FEINE;TUPACIKENMAYLI;ILAVEISLEMLER;ISLEMGRUBUID;BASKITIPIID;GRAMAJ;SIPARISPROSESID;PROSESID;RECETETURUID;LABRECETEGRUPID;LABRENKGRUPID;USTASAMAID;RENKDERINLIGIID;ICTAMIRVAR;PARTIACILISTARIHI;PARTIILKSEVKTARIHI;TERMINTARIHI
54;22;36;;0;;5;0;;;;AZ ENZİM, KENAR KESME KOLA, SİLİKON;3;2;165;2.083;2.083;49;2;1;126;99;0;18.02.2022;1.03.2022;11
;317;;;0;;0;770;;;;;1;;;500;500;44;2;5;126;99;0;22.02.2022;3.03.2022;9
;317;;;0;;0;3200;;;0;;3;1;;173;173;;;;;99;0;24.02.2022;4.03.2022;8
;317;;;0;;0;850;;;;;0;;;500;500;50;2;1;126;99;0;22.02.2022;1.03.2022;7
63;22;36;;0;53;230;0;;;0;ENZİM, KENAR KESME KOLA, SİLİKON;1;;115;500;500;44;2;5;126;99;0;22.02.2022;5.03.2022;11
54;22;36;;0;;3350;0;;;;KENAR KESME KOLA, SİLİKON;0;2;165;2.083;2.083;17;2;1;126;99;0;17.02.2022;6.05.2022;78
54;22;36;;0;;5;0;;;;AZ ENZİM, KENAR KESME KOLA, SİLİKON;0;2;165;2.083;2.083;17;2;1;126;99;0;17.02.2022;1.03.2022;12
54;22;36;;0;;5;0;;;;AZ ENZİM, KENAR KESME KOLA, SİLİKON;0;2;165;2.083;2.083;17;2;1;126;99;0;17.02.2022;1.03.2022;12
63;12;114;32;1;6;2433;0;;;0;ENZİM, SİLİKON;1;;275;517;517;44;2;4;126;99;0;10.03.2022;15.03.2022;5
;1.777;;;0;;0;15;;;;;6;1;;73;73;18;3;9;15;99;0;15.02.2021;9.05.2021;83
;317;;;0;;0;750;;;0;;3;;;29;29;38;3;1;78;99;0;21.02.2022;2.03.2022;9
;317;;;0;;0;20;;;;;3;2;;48;47;;;;;99;0;20.11.2021;19.02.2022;91
;317;;;0;;0;15;;;0;;1;19;236;203;203;;;;;99;0;7.09.2021;15.09.2021;8
;317;;;0;;0;1794;;;0;;1;;;277;277;1;3;9;7;99;0;16.09.2021;22.09.2021;6
;317;;;0;;0;20;;;0;;3;2;70;48;47;;;;;99;0;14.02.2022;19.02.2022;5
;317;;;0;;0;20;;;;;3;2;70;48;47;;;;;99;0;14.02.2022;19.02.2022;5
;317;;;0;;0;20;;;;;3;2;70;48;47;;;;;99;0;14.02.2022;19.02.2022;5
;39;;;0;;0;250;;;;;3;;;13;13;38;3;1;78;99;0;18.02.2022;24.02.2022;6
;317;;;0;;0;15;;;;;1;19;;203;203;;;;;99;0;4.03.2022;6.03.2022;2
74;23;36;;0;;1310;0;;;0;ENZİM, HİDROFİL SİLİKON;1;;300;524;524;47;2;8;126;99;0;18.02.2022;24.02.2022;6
;317;;;0;;0;1;;;0;;3;19;;136;136;;;;;99;0;21.12.2020;6.01.2021;16
63;22;68;;0;;50;0;;;;ENZİM, HİDROFİL SİLİKON;1;;180;500;500;47;2;8;126;99;0;18.02.2022;23.02.2022;5
65;12;36;16;1;;370;0;;;;ENZİM, HİDROFİL SİLİKON;1;;420;504;504;47;2;8;126;99;0;18.02.2022;24.02.2022;6
74;23;36;;0;;1070;0;;;;ENZİM, HİDROFİL SİLİKON;1;;300;524;524;47;2;5;126;99;0;1.03.2022;6.03.2022;5
63;22;68;;0;;35;0;;;;ENZİM, HİDROFİL SİLİKON;1;;180;500;500;47;2;5;126;99;0;1.03.2022;6.03.2022;5
65;12;36;16;1;;300;0;;;;ENZİM, HİDROFİL SİLİKON;1;;420;504;504;47;2;5;126;99;0;1.03.2022;7.03.2022;6
146;6;36;16;1;28;256;0;;;0;SİLİKON;1;;255;502;502;44;2;4;126;99;0;28.02.2022;8.03.2022;8
;3.039;;;0;;0;10;;;;;1;19;K.ÇEKMESİ;203;203;;;;;99;0;8.02.2021;16.02.2021;8
63;20;36;16;1;;105;0;;;0;ENZİM, SİLİKON;1;;360;500;500;44;2;8;126;99;0;21.02.2022;24.02.2022;3
54;22;36;;0;;20;0;;;0;AZ ENZİM, KENAR KESME KOLA, SİLİKON;1;2;165;2.083;2.083;44;2;3;126;99;0;21.02.2022;9.03.2022;16
63;3.086;70;;0;36;609;0;;;0;SİLİKON;0;1;200;2.082;2.082;49;2;1;126;99;0;21.02.2022;1.03.2022;8
;188;;;0;;0;925;;;;;3;;;13;13;38;3;1;78;99;0;21.02.2022;25.02.2022;4
63;22;36;;0;53;220;0;;;;ENZİM, KENAR KESME KOLA, SİLİKON;1;;115;500;500;44;2;4;126;99;0;22.02.2022;5.03.2022;11
;1.747;;;0;;0;6200;;;0;;3;;;15;15;38;3;1;78;99;1;21.02.2022;4.03.2022;11
63;22;36;;0;;12;0;;;;AZ ENZİM, KENAR KESME KOLA, SİLİKON;1;2;150;500;500;44;2;3;126;99;0;21.02.2022;24.02.2022;3
;317;;;0;;0;10;;;0;;3;19;300;203;203;;;;;99;0;23.02.2022;3.03.2022;8
63;20;36;16;1;;11;0;;;;AZ ENZİM, KENAR KESME KOLA, SİLİKON;1;2;275;500;500;44;2;3;126;99;0;21.02.2022;24.02.2022;3
;1.747;;;0;;0;15;;;0;;3;19;;208;208;;;;;99;0;30.11.2020;9.01.2021;40
;187;;;0;;0;20;;;;;3;19;;203;203;;;;;99;0;9.02.2022;24.02.2022;15
;317;;;0;;0;11;;;;;1;2;;191;191;;;;;99;0;28.04.2021;6.05.2021;8
63;22;36;;0;53;240;0;;;;ENZİM, KENAR KESME KOLA, SİLİKON;1;;115;500;500;44;2;3;126;99;0;22.02.2022;5.03.2022;11
76;23;33;;0;;16;0;;;0;;3;;340;497;497;49;2;1;126;99;0;21.02.2022;24.02.2022;3
;317;;;0;;0;2985;;;;;0;19;;159;159;17;3;1;13;99;0;29.03.2021;9.04.2021;11
;317;;;0;;0;15;;;0;;3;19;;203;203;;;;;99;0;27.01.2022;2.03.2022;34
;317;;;0;;0;15;;;;;3;19;;203;203;;;;;99;0;27.01.2022;2.03.2022;34
;317;;;0;;0;10;;;;;1;1;;94;94;9;3;1;10;99;0;10.02.2022;23.02.2022;13
;933;;;0;;0;8;;;;;3;19;;210;210;;;;;99;0;17.02.2021;28.05.2021;100
63;11;33;;0;;22;0;;;0;ENZİM, HİDROFİL SİLİKON, YAĞ SÖKÜCÜ;3;;310;500;500;49;2;1;126;99;0;21.02.2022;24.02.2022;3
;1.324;;;0;;0;1000;;;;;1;;;3;3;1;3;2;7;99;0;24.05.2021;1.06.2021;8
;317;;;0;;0;1;;;;;0;19;100;159;159;17;3;1;13;99;0;9.07.2021;6.08.2021;28
;317;;;0;;0;1150;;;0;;3;;;13;13;38;3;1;78;99;0;21.02.2022;26.02.2022;5
;690;;;0;;0;130;;;0;;3;19;;203;203;;;;;99;0;21.01.2021;3.02.2021;13
;317;;;0;;0;3315;;;;;3;;;15;15;38;3;1;78;99;1;21.02.2022;4.03.2022;11
;1.324;;;0;;0;2500;;;;;1;;;3;3;1;3;6;7;99;0;16.02.2022;25.02.2022;9
;1.324;;;0;;0;2000;;;;;1;;;3;3;1;3;9;7;99;0;16.02.2022;25.02.2022;9
;628;;;0;;0;10;;;0;;3;19;;203;203;;;;;99;0;30.07.2021;6.08.2021;7
;628;;;0;;0;10;;;;;3;19;;203;203;;;;;99;0;30.07.2021;6.08.2021;7
63;12;114;33;1;6;2433;0;;;;ENZİM, SİLİKON;1;;275;517;517;44;2;4;126;99;0;10.03.2022;15.03.2022;5
;1.747;;;0;;0;20;;;0;;3;19;;208;208;;;;;99;0;30.11.2020;3.03.2021;93
63;22;36;;0;53;200;0;;;;ENZİM, KENAR KESME KOLA, SİLİKON;1;;115;500;500;44;2;2;126;99;0;22.02.2022;5.03.2022;11
63;22;36;;0;53;240;0;;;;ENZİM, KENAR KESME KOLA, SİLİKON;1;;115;500;500;44;2;2;126;99;0;22.02.2022;2.03.2022;8
;317;;;0;;0;7;;;;;3;19;;137;137;;;;;99;0;3.06.2021;24.02.2022;266
;1.747;;;0;;0;1200;;;0;;0;;;188;188;17;3;1;13;99;1;21.02.2022;4.03.2022;11
;187;;;0;;0;3360;;;0;;3;;;11;11;38;3;1;78;99;1;7.10.2021;12.10.2021;5
187;22;78;;0;90;282;0;;;0;KENAR KESME KOLA, SİLİKON;1;;220;500;500;47;2;3;126;99;1;21.02.2022;7.03.2022;14
58;22;147;16;1;;3;0;;;;HİDROFİL SİLİKON;3;19;210;2.084;2.084;49;2;1;126;99;0;9.02.2022;24.02.2022;15
63;22;55;;0;;19;0;;;;KENAR KESME KOLA, SİLİKON;1;;150;500;500;47;2;3;126;99;1;21.02.2022;14.03.2022;21
;317;;;0;;0;171;;;0;;3;1;;24;24;;;;;99;0;21.02.2022;4.03.2022;11
;317;;;0;;0;6978;;;;;3;1;;173;173;;;;;99;1;21.02.2022;8.03.2022;15
;317;;;0;;0;60;;;;;1;4;;41;41;;;;;99;0;22.02.2022;1.03.2022;7
65;12;124;16;1;;27;0;;;0;SİLİKON;1;;340;504;504;47;2;8;126;99;0;21.02.2022;23.02.2022;2
;317;;;0;;0;25;;;0;;1;1;250;24;24;;;;;99;0;21.02.2022;2.03.2022;9
;39;;;0;;0;78;;;;;1;;;68;67;38;3;1;78;99;0;2.03.2022;3.03.2022;1
;3.039;;;0;;0;42;;;0;;3;;;165;165;;;;;99;0;21.02.2022;24.02.2022;3
;3.087;155;;0;;34;0;;;0;ENZİM, SİLİKON;6;;520;500;500;44;2;9;126;99;0;21.02.2022;25.02.2022;4
;317;;6;1;;0;17;;;;;0;19;;203;203;17;3;1;13;99;0;10.08.2021;1.03.2022;203
;317;;;0;;0;100;;;0;;3;;;13;13;38;3;1;78;99;0;22.02.2022;26.02.2022;4
;34;;;0;;0;768;;;;;3;;;68;67;38;3;1;78;99;0;10.03.2022;15.03.2022;5
;317;;;0;;0;20;;;0;;3;2;;48;47;;;;;99;0;14.02.2022;21.02.2022;7
;317;;;0;;0;10;;;0;;3;19;;210;210;;;;;99;0;8.10.2021;24.02.2022;139
;317;;;0;;0;20;;;;;3;2;;48;47;;;;;99;0;14.02.2022;27.02.2022;13
;317;;;0;;0;20;;;;;3;2;;48;47;;;;;99;0;14.02.2022;21.02.2022;7
;317;;;0;;0;20;;;;;1;19;230;203;203;;;;;99;0;18.01.2021;27.01.2021;9
;317;;;0;;0;20;;;;;3;2;;48;47;;;;;99;0;20.11.2021;21.02.2022;93
;212;;;0;;0;11;;;;;3;19;;203;203;;;;;99;0;22.02.2022;24.02.2022;2
;145;;;0;;0;500;;;0;;1;;;139;139;1;3;6;7;99;0;22.02.2022;4.03.2022;10
;145;;;0;;0;500;;;;;1;;;139;139;1;3;1;7;99;0;22.02.2022;4.03.2022;10
;317;;;0;;0;20;;;0;;1;4;;41;41;;;;;99;0;25.02.2022;1.03.2022;4
;28;;;0;;0;500;;;;;1;;;138;138;1;3;6;7;99;0;22.02.2022;4.03.2022;10
;28;;;0;;0;500;;;;;1;;;138;138;1;3;1;7;99;0;22.02.2022;5.03.2022;11
;935;;;0;;0;12;;;;;6;;;92;92;;;;;99;0;14.02.2022;4.03.2022;18
;317;;;0;;0;10;;;0;;3;1;;24;24;;;;;99;0;22.02.2022;25.02.2022;3
;317;;;0;;0;65;;;0;;1;;;115;116;3;3;8;12;99;0;21.02.2022;24.02.2022;3
;317;;;0;;0;70;;;;;3;;220;15;15;38;3;1;78;99;0;21.02.2022;28.02.2022;7
;317;;;0;;0;120;;;;;1;;220;2;2;1;3;8;7;99;0;21.02.2022;3.03.2022;10
74;23;36;;0;28;284;0;;;0;ENZİM, SİLİKON;1;;320;504;504;44;2;8;126;99;0;21.02.2022;26.02.2022;5
;317;;;0;;0;126;;;;;1;;220;2;2;1;3;1;7;99;0;21.02.2022;3.03.2022;10
65;20;36;16;1;;47;0;;;;ENZİM, SİLİKON;1;;270;504;504;44;2;8;126;99;0;21.02.2022;25.02.2022;4
;20;;;0;92;290;0;;;0;ENZİM, KENAR KESME, SİLİKON;1;;280;500;500;44;2;8;126;99;0;22.02.2022;2.03.2022;8
;317;;;0;;0;10;;;;;1;19;;136;136;;;;;99;0;4.03.2022;6.03.2022;2
;317;;;0;;0;10;;;;;3;1;;24;24;;;;;99;0;22.02.2022;25.02.2022;3
98;7;36;;0;;21;0;;;0;KENAR KESME KOLA, SİLİKON;6;;210;500;500;44;2;9;126;99;0;8.03.2022;9.03.2022;1
;3.039;;;0;;0;250;;;;;1;19;;159;159;17;3;1;13;99;0;8.02.2022;8.03.2022;28
194;23;33;;0;45;23;0;;;0;ENZİM, SİLİKON;6;;450;513;513;47;2;9;126;99;0;4.03.2022;8.03.2022;4
;317;;;0;;0;219;;;;;1;19;145;159;159;17;3;1;13;99;0;27.11.2020;13.01.2021;47
;317;;;0;;0;62244;;;0;;3;2;140;48;47;;;;;99;1;6.09.2021;26.02.2022;173
;317;;;0;;0;8;;;0;;3;19;;137;137;;;;;99;0;3.06.2021;2.03.2022;272
48;17;36;;0;18;365;0;;;0;ENZİM, HİDROFİL SİLİKON;1;;220;504;504;44;2;3;126;99;0;23.02.2022;1.03.2022;6
;317;;;0;;0;8;;;;;3;19;;137;137;;;;;99;0;19.01.2022;3.03.2022;43
;317;;;0;;0;12;;;0;;1;19;;203;203;;;;;99;0;21.02.2022;5.03.2022;12
63;22;36;17;1;;214;0;;;0;ENZİM, KENAR KESME KOLA, YAĞ SÖKÜMÜ;1;;190;502;502;44;2;8;126;99;0;22.02.2022;1.03.2022;7
;25;;;0;;30;0;;;;ENZİM, HİDROFİL SİLİKON;1;;;526;526;44;2;3;126;99;0;23.02.2022;3.03.2022;8
63;22;36;17;1;;158;0;;;;ENZİM, KENAR KESME KOLA, YAĞ SÖKÜMÜ;1;;190;502;502;44;2;4;126;99;0;22.02.2022;28.02.2022;6
63;22;36;17;1;;190;0;;;;ENZİM, KENAR KESME KOLA, YAĞ SÖKÜMÜ;1;;190;502;502;44;2;4;126;99;0;22.02.2022;1.03.2022;7
63;20;36;16;1;;15;0;;;;ENZİM, KENAR KESME KOLA, YAĞ SÖKÜMÜ;1;;;504;504;44;2;8;126;99;0;22.02.2022;1.03.2022;7
63;20;36;16;1;;15;0;;;;ENZİM, KENAR KESME KOLA, YAĞ SÖKÜMÜ;1;;;504;504;44;2;4;126;99;0;22.02.2022;1.03.2022;7
;317;;;0;;0;8;;;0;;3;19;;203;203;;;;;99;0;23.02.2022;2.03.2022;7
;1.748;;;0;;0;15;;;0;;3;1;;24;24;;;;;99;0;21.02.2022;25.02.2022;4
;212;;;0;;0;5;;;0;;3;19;;203;203;;;;;99;0;21.08.2021;2.03.2022;193
;317;;;0;;0;20;;;0;;3;1;;24;24;;;;;99;0;21.02.2022;24.02.2022;3
;292;;;0;;0;150;;;0;;3;;;15;15;38;3;1;78;99;1;24.02.2022;5.03.2022;9
;1.769;;;0;;0;14;;;0;;3;19;;203;203;;;;;99;0;21.02.2022;26.02.2022;5
;317;;;0;;0;4;;;0;;3;19;;136;136;;;;;99;0;6.07.2021;2.03.2022;239
;317;;;0;;0;100;;;;;1;;245;1;1;1;3;1;7;99;0;2.04.2021;11.04.2021;9
;317;;;0;;0;240;;;0;;0;19;;159;159;17;3;1;13;99;0;17.11.2021;5.03.2022;108
;317;;;0;;0;240;;;;;0;19;;159;159;17;3;1;13;99;0;17.11.2021;5.03.2022;108
63;12;114;32;1;6;433;0;;;0;ENZİM, SİLİKON;1;;275;517;517;44;2;4;126;99;1;23.02.2022;12.03.2022;17
;1.324;;;0;;0;2500;;;;;1;;;3;3;1;3;1;7;99;0;21.02.2022;28.02.2022;7
;28;;;0;;0;450;;;;;1;;;4;4;1;3;1;7;99;0;10.02.2022;24.02.2022;14
;317;;;0;;0;11;;;;;1;19;140;203;203;;;;;99;0;5.03.2021;10.03.2021;5
187;6;33;16;1;;163;0;;;0;SİLİKON;3;1;230;2.082;2.082;49;2;1;126;99;0;22.02.2022;1.03.2022;7
;317;;;0;;0;11;;;;;1;19;140;203;203;;;;;99;0;5.03.2021;10.03.2021;5
;317;;;0;;0;11;;;;;1;19;140;203;203;;;;;99;0;5.03.2021;10.03.2021;5
;1.830;;;0;;0;960;;;0;;3;2;;183;183;;;;;99;0;5.03.2021;15.03.2021;10
;317;;;0;;0;10;;;0;;3;1;;24;24;;;;;99;0;24.02.2022;28.02.2022;4
;317;;;0;;0;100;;;;;1;19;;159;58;17;3;1;13;99;0;23.12.2020;10.03.2021;77
;317;;;0;;0;100;;;;;1;19;;159;58;17;3;1;13;99;0;23.12.2020;10.03.2021;77
;39;;;0;;0;2250;;;0;;3;6;;72;72;;;;;99;0;6.12.2021;7.01.2022;32
143;23;33;;0;;578;0;;;0;ENZİM, SİLİKON;1;;280;513;513;47;2;7;126;99;0;25.02.2022;1.03.2022;4
;216;;;0;;0;952;;;;;3;;;29;29;38;3;1;78;99;0;23.02.2022;28.02.2022;5
;317;;;0;;0;3500;;;0;;3;;210;29;29;38;3;1;78;99;0;13.01.2021;16.01.2021;3
63;12;77;16;1;;959;0;;;;SİLİKON;1;;250;517;517;44;2;9;126;99;0;25.11.2021;7.12.2021;12
;317;;;0;;0;10;;;;;3;2;;48;47;;;;;99;0;27.01.2022;24.02.2022;28
;317;;;0;;0;10;;;;;3;2;;48;47;;;;;99;0;26.01.2022;24.02.2022;29
126;22;45;17;1;;66;0;;;;SİLİKON;3;;100;502;502;49;2;1;126;99;0;22.02.2022;1.03.2022;7
58;22;77;13;1;;5;0;;;;KENAR KESME KOLA, SİLİKON;1;2;220;2.083;2.083;49;2;1;126;99;0;9.02.2022;28.02.2022;19
58;22;55;13;1;;10;0;;;0;SİLİKON;3;19;220;2.084;2.084;49;2;1;126;99;0;2.02.2022;22.03.2022;48
;1.777;;;0;;0;1120;;;0;;1;;;4;4;1;3;5;7;99;0;23.02.2022;10.03.2022;15
;317;;;0;;0;10;;;0;;1;;;16;16;;;;;99;0;23.02.2022;19.03.2022;24
94;22;68;13;1;;190;0;;;0;ENZİM, SİLİKON;1;;165;502;502;44;2;4;126;99;0;23.02.2022;28.02.2022;5
;317;;;0;;0;55;;;0;;3;19;;136;136;;;;;99;1;3.09.2021;2.03.2022;180
;292;;;0;;0;2360;;;0;;1;;;2;2;1;3;5;7;99;1;22.02.2022;6.03.2022;12
;317;;;0;;0;200;;;;;3;;;13;13;38;3;1;78;99;1;3.03.2021;12.03.2021;9
;317;;;0;;0;174;;;;;3;;;13;13;38;3;1;78;99;0;3.03.2021;10.03.2021;7
;292;;;0;;0;1000;;;;;1;;;2;2;1;3;5;7;99;0;8.03.2022;18.03.2022;10
;292;;;0;;0;1100;;;;;1;;;2;2;1;3;4;7;99;0;8.03.2022;17.03.2022;9
;292;;;0;;0;2150;;;;;1;;;2;2;1;3;1;7;99;0;8.03.2022;25.03.2022;17
;292;;;0;;0;2150;;;;;1;;;2;2;1;3;1;7;99;0;14.03.2022;22.03.2022;8
;292;;;0;;0;1570;;;;;1;;;2;2;1;3;3;7;99;0;22.02.2022;20.03.2022;26
;292;;;0;;0;2300;;;;;1;;;2;2;1;3;9;7;99;1;22.02.2022;19.04.2022;56
;292;;;0;;0;960;;;;;1;;;2;2;1;3;3;7;99;1;8.03.2022;23.03.2022;15
;292;;;0;;0;1950;;;;;1;;;2;2;1;3;1;7;99;0;8.03.2022;25.03.2022;17
;317;;;0;;0;16500;;;0;;3;;;29;29;38;3;1;78;99;0;22.02.2022;3.03.2022;9
;1.747;;;0;;0;70;;;;;3;19;;208;208;;;;;99;0;30.11.2020;26.04.2021;147
;317;;;0;;0;2;;;;;1;19;121;203;203;;;;;99;0;16.02.2022;23.02.2022;7
;212;;;0;;0;8;;;;;3;19;;203;203;;;;;99;0;22.02.2022;3.03.2022;9
;317;;;0;;0;4002;;;;;3;;;151;151;38;3;1;78;99;1;22.02.2022;3.03.2022;9
94;22;68;13;1;;195;0;;;;ENZİM, SİLİKON;1;;165;502;502;44;2;3;126;99;0;23.02.2022;1.03.2022;6
63;22;68;;0;;45;0;;;0;KENAR KESME KOLA, SİLİKON;0;2;145;2.083;2.083;17;2;1;126;99;0;23.02.2022;1.03.2022;6
63;22;68;;0;;5;0;;;;KENAR KESME KOLA, SİLİKON;3;2;145;2.083;2.083;49;2;1;126;99;0;5.01.2022;24.02.2022;50
;317;;;0;;0;3756;;;;;3;2;140;48;47;;;;;99;0;23.02.2022;26.02.2022;3
;317;;;0;;0;12;;;0;;0;19;;203;203;17;3;1;13;99;0;23.02.2022;3.03.2022;8
;317;;;0;;0;100;;;0;;1;;;5;5;2;3;3;8;99;0;5.01.2021;15.01.2021;10
;317;;;0;;0;30;;;;;3;2;;48;47;;;;;99;0;20.11.2021;17.02.2022;89
;317;;;0;;0;252;;;;;0;;;58;58;17;3;1;13;99;1;8.02.2021;18.02.2021;10
;3.039;;;0;;0;250;;;;;1;19;;159;159;17;3;1;13;99;0;8.02.2022;26.02.2022;18
;317;;;0;;0;10;;;0;;3;1;;24;24;;;;;99;0;1.03.2021;3.03.2021;2
;317;;;0;;0;51;;;0;;1;;;2;2;1;3;8;7;99;0;2.03.2021;11.03.2021;9
;317;;;0;;0;10;;;;;1;1;;24;24;;;;;99;0;1.03.2021;3.03.2021;2
;1.324;;;0;;0;1000;;;;;1;;;3;3;1;3;1;7;99;0;31.01.2022;23.02.2022;23
;317;;;0;;0;136;;;;;1;1;220;94;94;8;3;1;10;99;0;7.01.2021;19.01.2021;12
;3.039;;;0;;0;220;;;;;1;19;;159;159;17;3;1;13;99;0;8.02.2022;24.02.2022;16
;317;;;0;;0;5;;;0;;3;19;;137;137;;;;;99;0;3.06.2021;23.02.2022;265
;317;;;0;;0;488;;;;;1;;;1;1;1;3;4;7;99;1;11.01.2022;26.02.2022;46
;317;;;0;;0;15;;;;;3;1;;196;196;;;;;99;0;14.02.2022;22.02.2022;8
;317;;;0;;0;5;;;;;3;19;;137;137;;;;;99;0;3.06.2021;23.02.2022;265
;317;;;0;;0;830;;;0;;6;;;2;2;1;3;9;7;99;0;23.02.2022;4.03.2022;9
;1.830;;;0;;0;14;;;0;;3;1;;24;24;;;;;99;0;18.02.2022;2.03.2022;12
;628;;;0;;0;17;;;;;3;2;;191;191;;;;;99;0;16.02.2022;21.02.2022;5
190;12;;16;1;91;19;0;;;0;SİLİKON;1;;;517;517;46;2;5;126;99;0;16.02.2022;19.02.2022;3
;317;;;0;;0;15;;;0;;3;2;;153;153;;;;;99;0;13.09.2021;18.02.2022;158
;212;;;0;;0;10;;;0;;3;19;;203;203;;;;;99;0;18.02.2022;1.03.2022;11
73;6;78;16;1;;266;0;;;0;SİLİKON;1;;270;502;502;47;2;2;126;99;0;16.02.2022;23.02.2022;7
;317;;;0;;0;98;;;;;6;4;;41;41;1;3;9;7;99;0;4.01.2021;6.01.2021;2
63;22;36;16;1;;590;0;;;0;ENZİM, KENAR KESME KOLA, SİLİKON;1;;185;502;502;44;2;8;126;99;1;16.02.2022;26.02.2022;10
63;22;36;16;1;;683;0;;;;ENZİM, KENAR KESME KOLA, SİLİKON;1;;185;502;502;44;2;2;126;99;0;16.02.2022;23.02.2022;7
63;22;36;16;1;;490;0;;;;ENZİM, KENAR KESME KOLA, SİLİKON;1;;185;502;502;44;2;9;126;99;0;16.02.2022;21.02.2022;5
63;22;36;16;1;;440;0;;;;ENZİM, KENAR KESME KOLA, SİLİKON;1;;185;502;502;44;2;4;126;99;0;16.02.2022;23.02.2022;7
;317;;;0;;0;3;;;;;1;19;;203;203;;;;;99;0;15.03.2021;23.03.2021;8
;317;;;0;;0;15;;;;;1;2;;40;40;;;;;99;0;27.01.2022;10.03.2022;42
;317;;;0;;0;40;;;;;3;;270;202;202;;;;;99;0;18.01.2021;19.01.2021;1
65;22;70;;0;;468;0;;;0;ENZİM, SİLİKON;6;;280;504;504;44;2;9;126;99;0;16.02.2022;18.02.2022;2
;212;;;0;;0;100;;;;;0;1;;50;50;17;3;1;13;99;0;15.02.2022;13.03.2022;26
;1.830;;;0;;0;2250;;;0;;1;;;277;277;1;3;5;7;99;0;12.02.2021;25.02.2021;13
178;3.085;138;;0;65;60;0;;;0;IPEKSI APRE;1;;310;500;500;47;2;2;126;99;0;16.02.2022;18.02.2022;2
178;3.085;138;;0;65;60;0;;;;IPEKSI APRE;0;;310;500;500;17;2;1;126;99;0;16.02.2022;19.02.2022;3
;317;;;0;;0;4;;;0;;3;1;;24;24;;;;;99;0;24.02.2022;28.02.2022;4
;317;;;0;;0;17;;;0;;3;1;;24;24;;;;;99;0;18.02.2022;2.03.2022;12
;317;;;0;;0;2560;;;0;;3;;;11;11;38;3;1;78;99;0;8.02.2021;12.02.2021;4
;933;;;0;;0;500;;;;;3;;;13;13;38;3;1;78;99;0;19.02.2021;24.02.2021;5
58;12;153;;0;;47;0;;;0;SİLİKON;1;;270;504;504;47;2;2;126;99;0;16.02.2022;19.02.2022;3
63;22;36;13;1;;132;0;;;1;ENZİM, KENAR KESME KOLA, SİLİKON;6;;175;502;502;44;2;9;126;99;0;12.03.2022;17.03.2022;5
;317;;;0;;0;15;;;;;3;1;;24;24;;;;;99;0;15.03.2022;23.03.2022;8
;317;;;0;;0;100;;;0;;3;;125;126;126;38;3;1;78;99;0;8.04.2022;20.04.2022;12
;317;;;0;;0;85;;;;;3;19;;136;136;;;;;99;1;3.09.2021;2.03.2022;180
;317;;;0;;0;11;;;0;;1;1;;24;24;;;;;99;0;11.01.2021;12.01.2021;1
;317;;;0;;0;22;;;0;;1;19;290;203;203;;;;;99;0;11.01.2021;20.01.2021;9
;1.777;;;0;;0;8;;;0;;3;19;;203;203;;;;;99;0;16.01.2021;20.01.2021;4
;317;;;0;;0;15;;;0;;1;1;;24;24;;;;;99;0;11.01.2021;14.01.2021;3
;317;;;0;;0;10;;;0;;1;19;;203;203;;;;;99;0;11.01.2021;15.01.2021;4
;317;;;0;;0;10;;;;;1;19;;203;203;;;;;99;0;11.01.2021;14.01.2021;3
;317;;;0;;0;10;;;;;1;19;;203;203;;;;;99;0;11.01.2021;14.01.2021;3
;317;;;0;;0;23;;;0;;1;19;270;203;203;;;;;99;0;11.01.2021;14.01.2021;3
;317;;;0;;0;4;;;;;0;19;;159;159;17;3;1;13;99;0;11.11.2020;14.01.2021;64
;317;;;0;;0;2849;;;0;;3;;;13;13;38;3;1;78;99;0;12.01.2021;19.01.2021;7
;317;;;0;;0;1150;;;0;;1;;390;4;4;1;3;2;7;99;1;12.01.2021;30.01.2021;18
;317;;;0;;0;110;;;;;3;;390;29;29;38;3;1;78;99;1;12.01.2021;22.01.2021;10
;317;;;0;;0;1661;;;;;1;;;5;5;2;3;1;8;99;0;5.01.2021;13.01.2021;8
;317;;;0;;0;15;;;0;;3;1;;24;24;;;;;99;0;4.01.2021;7.01.2021;3
;317;;;0;;0;15;;;0;;3;1;;24;24;;;;;99;0;4.01.2021;7.01.2021;3
;317;;;0;;0;10;;;0;;3;1;;24;24;;;;;99;0;16.02.2022;24.02.2022;8
;317;;;0;;0;2947;;;;;1;;;5;5;2;3;3;8;99;0;5.01.2021;15.01.2021;10
;317;;;0;;0;10;;;0;;3;1;;24;24;;;;;99;0;10.03.2022;16.03.2022;6
;317;;;0;;0;10;;;;;3;2;;153;153;;;;;99;0;13.09.2021;23.02.2022;163
;317;;;0;;0;10;;;;;3;2;;153;153;;;;;99;0;13.09.2021;24.02.2022;164
;317;;;0;;0;65;;;;;3;19;;136;136;;;;;99;1;2.09.2021;8.03.2022;187
